,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
6978,in those pics whom i was pointing do you remember,4,neutral,0.67372936,0.007375817,0.007492484,0.0039008027,0.0040652426,0.67372936,0.012744954,0.29069135
6979,over thinking creates problems that were not even there in the first place,4,neutral,0.5934035,0.101891,0.032534245,0.0201396,0.002724406,0.5934035,0.031378295,0.21792893
6980,heroes or astro boyboth on gameboy advanced,4,neutral,0.7694144,0.003285913,0.0014118298,0.001212651,0.043760415,0.7694144,0.018550497,0.16236421
6981,these vines do not even show the boys but i am crying,5,sadness,0.9365092,0.0043877517,0.0102668125,0.0011127122,0.0017303501,0.034835134,0.9365092,0.011157995
6982,which member comes to your mind when you see this word dance yh votes js vote,4,neutral,0.6581152,0.006455824,0.0040729064,0.0015362427,0.17922097,0.6581152,0.011628705,0.1389701
6983,my life is not a virgin because i fuck my life way too much,5,sadness,0.83510417,0.12734415,0.0047806776,0.003914011,0.00733456,0.010173834,0.83510417,0.011348657
6984,yes the gullible and senseless ones like and company,0,anger,0.8843883,0.8843883,0.07217549,0.0072055045,0.0017383586,0.015814532,0.017404681,0.001273121
6985,bom as soon as she arrived i can smell meat laughing my ass off,3,joy,0.7761195,0.0076001054,0.18046853,0.0025800192,0.7761195,0.023362825,0.0031543025,0.006714701
6986,i am at xandy the fran house,3,joy,0.75681174,0.00407505,0.00026899783,0.0025673786,0.75681174,0.047482762,0.10319041,0.08560367
6987,a wonderful celebration thank you all for coming,3,joy,0.95869946,0.0016535585,0.00026849285,0.0010810798,0.95869946,0.003094961,0.002615951,0.03258648
6988,when you down bad do not nobody try to listen but get to lil money now everybody pay attention,0,anger,0.5387386,0.5387386,0.03093864,0.020163067,0.023629634,0.25954366,0.10253143,0.024455048
6989,hahaha the hottest place in hell is preserved for unfollowers,3,joy,0.84810567,0.012773484,0.013142531,0.0016574159,0.84810567,0.06213113,0.020880021,0.04130969
6990,oh my god yes hahaha about time somebody said it,6,surprise,0.9133384,0.0127248,0.008239802,0.016172979,0.025740255,0.012353224,0.011430447,0.9133384
6991,what happens when you see a strange car parked and suddenly the driver starts to run you run faster than him laughing out loud,6,surprise,0.8093868,0.01161183,0.0038020483,0.15638465,0.00527652,0.011400103,0.0021380258,0.8093868
6992,i am going to whip it right here in your face benihanna,0,anger,0.98675025,0.98675025,0.0010780817,0.0038674835,0.002373239,0.001939222,0.002115466,0.0018762848
6993,listen to really do not care by demi lovato,4,neutral,0.80480444,0.06539173,0.045394946,0.0043873717,0.0072961734,0.80480444,0.050174747,0.022550553
6994,i say what the fuck i want to who if i want shit you do not like it do some about it i do not give a fuck,0,anger,0.9787698,0.9787698,0.0039216327,0.0028130414,0.0068620387,0.0011693537,0.0052315677,0.0012326548
6995,laughing my ass off oh my mama i do not give a fuck about nobody s feelings,3,joy,0.39655104,0.037887655,0.015002012,0.006854143,0.39655104,0.052240834,0.14257762,0.3488867
6996,laughing out loud do your prefer tejada,4,neutral,0.74426335,0.014343191,0.002296303,0.004705529,0.12788628,0.74426335,0.032755416,0.073749796
6997,i am going to request a lift if my first ride is free,3,joy,0.8610947,0.010680396,0.00057780306,0.101029284,0.8610947,0.0017903139,0.0135735385,0.011253921
6998,myi tanak kacau youmeanswe will text later when you are free and not just balas sepatah sepatah je,4,neutral,0.82503587,0.012692604,0.0031331368,0.010439105,0.104342595,0.82503587,0.019801363,0.024555303
6999,hey people can you text me your names because i got a new phone and lost all my contacts thanks,6,surprise,0.50212955,0.02411916,0.0049028695,0.0054149386,0.03959725,0.0711584,0.35267785,0.50212955
7000,retweet for a shoutout favorite for i do not know a tweet maybe free because bored,5,sadness,0.6679855,0.04578855,0.0034548035,0.0018110537,0.02387145,0.13157208,0.6679855,0.12551656
7001,yes sir and yes you already know boys gone link up fasho,4,neutral,0.70814043,0.010414997,0.0052694925,0.0037889294,0.073040836,0.70814043,0.017928852,0.1814164
7002,party kickback tonight i am finally getting out of the house laughing out loud,3,joy,0.9485819,0.0016622791,0.00047082608,0.0007806144,0.9485819,0.012675941,0.011509458,0.024318894
7003,when i am mad at someone but then they ask if i am hungry,0,anger,0.96267045,0.96267045,0.003870536,0.001883146,0.0009330955,0.003645038,0.01819176,0.00880592
7004,good at being badbad at being good,4,neutral,0.6436805,0.04487812,0.030357009,0.006309224,0.07736212,0.6436805,0.15176655,0.04564653
7005,david luiz has been spotted in paris to finalise his deal,4,neutral,0.6436111,0.010646395,0.0027722968,0.011193622,0.21294734,0.6436111,0.012785226,0.106044054
7006,thanks for the teamwork tonight,3,joy,0.43034297,0.011692006,0.0020001698,0.0017743754,0.43034297,0.32216388,0.013942622,0.21808386
7007,retweet if zayn malik is your sunshine,3,joy,0.73732203,0.0054664495,0.0010962449,0.0006487425,0.73732203,0.16143036,0.034604814,0.059431393
7008,siva please refollow like you promised i love you,4,neutral,0.674473,0.04964312,0.0051615653,0.011185156,0.044997014,0.674473,0.19404227,0.020497942
7009,you take good selfies can you make posole,3,joy,0.6818929,0.008704668,0.0015131916,0.0015737884,0.6818929,0.21718344,0.013428874,0.07570312
7010,i want to drop grams but they got me locked up soon as i get outthe tape is coming out fuck that,0,anger,0.47699326,0.47699326,0.015649244,0.0059866766,0.0047231806,0.014093118,0.4606786,0.021875871
7011,you would be going crazy,0,anger,0.6533223,0.6533223,0.035595946,0.057762545,0.01075594,0.034111977,0.010450029,0.19800133
7012,samei miss you i got brain yesyou,5,sadness,0.696135,0.003078299,0.004181326,0.0056861215,0.01419186,0.19014366,0.696135,0.086583786
7013,but i am wrong though laughing out loud shake my head,2,fear,0.9879851,0.002075384,0.00071008416,0.9879851,0.0014348098,0.0019640825,0.0020014625,0.003829057
7014,well is not that the truth laughing out loud,4,neutral,0.55529,0.015860831,0.016155427,0.0046613263,0.014195844,0.55529,0.03621453,0.3576221
7015,someone follow me minutes later she unfollow me laughing out loud,4,neutral,0.61765563,0.1610243,0.022368161,0.019713609,0.0073667555,0.61765563,0.07706606,0.0948054
7016,yesterday s h storytoday s a mystery happy new week folks stay blessed,6,surprise,0.45737028,0.0027942334,0.0004928418,0.0014507066,0.34471217,0.06454948,0.1286303,0.45737028
7017,it could all be so simple now what the fuck am i eating laughing out loud,0,anger,0.7647545,0.7647545,0.03744773,0.0030067633,0.030918756,0.077422015,0.016710807,0.06973944
7018,retweet seacrets look like club liv on sunday,4,neutral,0.4619847,0.00873266,0.0026965474,0.0029541808,0.18843792,0.4619847,0.23768441,0.097509556
7019,who want company got the car later maybe,4,neutral,0.7327669,0.009399707,0.0029628545,0.0037314605,0.042540096,0.7327669,0.041751776,0.16684718
7020,and when i get you better know my niggers got it too swear the lord,4,neutral,0.51484513,0.23314302,0.039864443,0.0103259245,0.0696061,0.51484513,0.06312283,0.06909249
7021,oh my god like that time on the taffy taff taff,6,surprise,0.9307573,0.006048727,0.013652611,0.0063449857,0.004972963,0.010335578,0.027887868,0.9307573
7022,umm what the hell was mb lee doing here,6,surprise,0.68482345,0.14278984,0.076837875,0.0070906626,0.007076557,0.03688861,0.04449297,0.68482345
7023,i had a dream i went to sos with my baby laughing my fucking ass off i do not know why but i just remember us tweeting in there,6,surprise,0.88142,0.021345621,0.0010137777,0.022901734,0.043010645,0.015791269,0.014516988,0.88142
7024,cookout then passa that is what i did,4,neutral,0.8103578,0.0065559214,0.001537015,0.0014254472,0.02647417,0.8103578,0.004308967,0.14934067
7025,rt for nathan sykes favorite for jai brooks,3,joy,0.40710425,0.0086126495,0.0024106775,0.0012976606,0.40710425,0.4034768,0.012071886,0.16502605
7026,follow me justin please i love you so much you are my best idol,3,joy,0.50686723,0.006367504,0.00078485947,0.0021355187,0.50686723,0.25574157,0.062254515,0.16584876
7027,young scooter featuring through so much,6,surprise,0.43488914,0.0047047334,0.0026895483,0.004556893,0.2252227,0.3105082,0.01742884,0.43488914
7028,sometimes i go to kiss cooper and we make out but it is okay he is my nigger,1,disgust,0.7387753,0.218063,0.7387753,0.00937687,0.0032248038,0.01782922,0.011487603,0.0012432535
7029,bitches be likei am mixedbitch with what black and nigger,4,neutral,0.47477463,0.085656755,0.015909093,0.02499903,0.037664227,0.47477463,0.19639723,0.164599
7030,do not be mad because i am doing me better than you doing you,0,anger,0.94994074,0.94994074,0.0037736702,0.0031235085,0.008400736,0.018756326,0.011102615,0.0049024234
7031,singing like it is not nothing,4,neutral,0.6968887,0.059729714,0.037518136,0.006949448,0.0061842557,0.6968887,0.036533013,0.15619667
7032,gameday sunday ros vs globalport let us go painters,3,joy,0.6891942,0.003698881,0.000604186,0.0012161032,0.6891942,0.13937673,0.06572811,0.10018171
7033,yes sir i will message you in facebook,4,neutral,0.8135609,0.005500499,0.0029459216,0.006031918,0.045685932,0.8135609,0.0363209,0.089953944
7034,up laughing out loud i really fuck with you boy laughing out loud,6,surprise,0.53897315,0.108144425,0.027179826,0.006563549,0.21381804,0.038255032,0.067066,0.53897315
7035,think that took everything off my mind for the night,6,surprise,0.77929366,0.03200671,0.00461308,0.13504322,0.0038868487,0.032782488,0.012374051,0.77929366
7036,laughing out loud iran and bosnia are both good you know but people will chat shit,0,anger,0.5029643,0.5029643,0.19347768,0.009049619,0.057163462,0.13856399,0.07983021,0.018950744
7037,oh my god autocorrect for the millionth time i do not hate all those birches,6,surprise,0.9486179,0.0067618904,0.00504161,0.005052478,0.00412832,0.0059804935,0.024417395,0.9486179
7038,i know because she asked me before to draw hervocaloidand i was like that is not a vocaloid bye,6,surprise,0.9067133,0.005872882,0.0020649985,0.0061438917,0.004717253,0.05865548,0.015832152,0.9067133
7039,is not no nigger going to change his ways for nobodynothing,0,anger,0.447846,0.447846,0.2234063,0.0054492685,0.006054099,0.23285195,0.05179832,0.03259399
7040,laughing out loud they really should hahaha only old people can watch fox news and be okay,3,joy,0.46316776,0.01823039,0.008104511,0.0044563,0.46316776,0.3909589,0.06514546,0.049936634
7041,hahaha he wanted to take me out to get a drink and apologize take that apology and go fuck yourself laughing my ass off,0,anger,0.35972393,0.35972393,0.065486364,0.016548607,0.079250656,0.16266716,0.2449528,0.071370535
7042,oh wait i get it now haha cube literally changed the banner because of yoseob,6,surprise,0.91127694,0.0061036316,0.0027587812,0.002232245,0.01992681,0.04283411,0.014867503,0.91127694
7043,i am dying laughing but i love ziam so much,3,joy,0.90488625,0.004304286,0.0011161241,0.000652677,0.90488625,0.0024061257,0.0809614,0.0056731235
7044,laughing out loud only because he in the hof,6,surprise,0.31425,0.112493716,0.13216773,0.032396954,0.061365798,0.292054,0.05527182,0.31425
7045,best snapchat i have seen all day laughing my fucking ass off,0,anger,0.7631956,0.7631956,0.04664336,0.0024777264,0.0686403,0.07308591,0.008975439,0.036981713
7046,now you know kanye got it in for dick vitale hmmm talents laughing out loud,3,joy,0.41700897,0.015717149,0.009113384,0.0023672404,0.41700897,0.34029797,0.035384372,0.18011099
7047,did not know you uploaded a new video because i was making some assets xd no problem man looking forward to your streams,6,surprise,0.89894545,0.003789018,0.0015645532,0.002107121,0.0042190934,0.069485955,0.019888813,0.89894545
7048,cracks the fuck up you going to put her on fire for burning your sneakers,0,anger,0.95987505,0.95987505,0.011306187,0.0042250575,0.0015366864,0.007749105,0.008726613,0.006581244
7049,i think this shit me and fixing to drop up there with get blowed,0,anger,0.9273913,0.9273913,0.015827762,0.006439045,0.00450688,0.002434391,0.027342686,0.016057832
7050,i do not feel like spamming cam so i will just retweet and unretweet laughing out loud,3,joy,0.7376445,0.020890113,0.0018910358,0.001136274,0.7376445,0.0018154918,0.23364834,0.0029742497
7051,little theos first one direction concert tonighti am screaming,5,sadness,0.3015094,0.039060783,0.000735309,0.065028,0.29890677,0.03348785,0.3015094,0.26127177
7052,i do not know i had just left but i guess some people was about to fight shake my head,2,fear,0.9862208,0.0014409965,0.000420996,0.9862208,0.0021178722,0.0005116394,0.001142348,0.008145289
7053,honestly get over it because it was not a big deal,4,neutral,0.6933366,0.07418442,0.11655825,0.017240515,0.022420872,0.6933366,0.06622718,0.010032163
7054,seriously though there is going to be unlucky man who is putting in a shift and she croaks it,4,neutral,0.57201815,0.011720132,0.0065483237,0.008388425,0.0070855636,0.57201815,0.087639,0.30660042
7055,i only listen to tyga and wiz sorry guys oh and laughing out loud,5,sadness,0.65170455,0.0030459063,0.0014936924,0.0018724214,0.1558389,0.03897632,0.65170455,0.14706823
7056,i will be there for jams birthday you going to dsm for bretts pool party next saturday,3,joy,0.84406066,0.002103406,0.0006774834,0.00086229807,0.84406066,0.058234747,0.020881945,0.07317948
7057,so sweet sehun went to his alma matter school today hngg,3,joy,0.5481957,0.0068076113,0.0011789394,0.0014043981,0.5481957,0.16570914,0.07062653,0.20607768
7058,you all nigger need to stop texting these niggers hoes on they direct message this what happened,0,anger,0.7948677,0.7948677,0.09580863,0.008659301,0.005187271,0.056234337,0.024831345,0.014411478
7059,when bae is mad at you but you just want to love them,0,anger,0.9455128,0.9455128,0.00713154,0.0030647998,0.009529958,0.015999818,0.014636756,0.0041244244
7060,fuck a friend i got some niggers that has gone buss for me,0,anger,0.9096181,0.9096181,0.052129526,0.003338988,0.003670245,0.004086425,0.02113769,0.006019181
7061,i do not know never heard of northside do you mean northface,6,surprise,0.8371929,0.0040436266,0.0012308237,0.030674854,0.007503014,0.10414965,0.015205157,0.8371929
7062,zayn should just fucking talk more seriously he is so sweet,0,anger,0.618092,0.618092,0.08779095,0.005826146,0.017316705,0.10935379,0.036291912,0.12532848
7063,laughing out loud i must be jord then haha,3,joy,0.86472905,0.00404866,0.0015283785,0.0009699259,0.86472905,0.073198415,0.0187799,0.03674566
7064,shoutout to my naughty lovely friend and sweetheart and wahalagrl and and and and happy birthday to you dear bigger you girlfriend,3,joy,0.91631526,0.0031290897,0.00050216407,0.0006500395,0.91631526,0.01959685,0.020166159,0.039640434
7065,i might end up dozing off in class if i do not get much sleep though,5,sadness,0.9810941,0.003464911,0.0005289222,0.0017022155,0.008689016,0.0032025103,0.9810941,0.0013182856
7066,haha you are not i understand i am awake too i just am not sleepy,6,surprise,0.53336257,0.012435015,0.008660607,0.0084076,0.038645,0.29233715,0.10615201,0.53336257
7067,i dunno what you were doing during that dance but i had fun laughing my ass off,3,joy,0.98366934,0.002748499,0.001208502,0.00056865497,0.98366934,0.002504218,0.0057792105,0.003521525
7068,happy birthday king eric cantona please do the kungfu kick once again,3,joy,0.7814911,0.00378176,0.00064267236,0.0006418845,0.7814911,0.037378155,0.011068681,0.16499582
7069,laughing out loud i was playing laughing out loud kesmoot my girl,3,joy,0.8907543,0.0023631756,0.00083395053,0.0006569258,0.8907543,0.042075325,0.027347248,0.035969112
7070,and then my monster player kill breaks namaste,4,neutral,0.5277397,0.123954065,0.008073857,0.0076770443,0.017868262,0.5277397,0.03328468,0.2814024
7071,i got bitches on my dick and niggers want to hate me haha alright,0,anger,0.8404968,0.8404968,0.00648532,0.0040474893,0.028462699,0.004372886,0.111881204,0.004253658
7072,i am struggling to finish this year laughing out loud my grades are fine but i am so tired of school,5,sadness,0.8949767,0.007817744,0.0004514174,0.0024498273,0.090148635,0.0012759041,0.8949767,0.0028797975
7073,my heart been hurting lately but i do not fuck with the doctors that is dead,5,sadness,0.98974204,0.0025453742,0.00094156124,0.0010128785,0.0019800977,0.0018978612,0.98974204,0.0018801753
7074,zinedine zidane was never caught offside in his whole career,4,neutral,0.6151815,0.03277907,0.0084263515,0.0174423,0.0064323675,0.6151815,0.11721543,0.20252298
7075,oh okay ahha i did not know which one it was hahaahah,6,surprise,0.40860218,0.031206619,0.026496446,0.047885153,0.10215948,0.27615485,0.107495345,0.40860218
7076,amazed justin is so cute,6,surprise,0.9787155,0.004801188,0.0004686698,0.001110767,0.0064558047,0.005758807,0.002689285,0.9787155
7077,yes i saw her make that snarky comment some people need to grow up,3,joy,0.75913596,0.010742718,0.0107767,0.0010129063,0.75913596,0.16630504,0.009082593,0.042944044
7078,headache and lala is not replying waha what the hell,5,sadness,0.6774912,0.10654781,0.025405372,0.005888955,0.006948774,0.08636259,0.6774912,0.09135531
7079,ifound them in smos basement not sure about sammi though,6,surprise,0.61409074,0.003712505,0.002478701,0.009788965,0.0059609,0.34087718,0.023091042,0.61409074
7080,i been geeked up of the bags all week week week,3,joy,0.78750366,0.003111401,0.00052306504,0.0018602085,0.78750366,0.096890464,0.019642755,0.09046845
7081,need full fancam of ricmin ment on second day i need to see erics blurry face while dancing this love xd,5,sadness,0.34964916,0.07431106,0.0027885286,0.34039202,0.009987122,0.039771866,0.34964916,0.1831002
7082,oh my god this girl got to kick me as soon as possible,6,surprise,0.9186899,0.014732415,0.01655176,0.007185168,0.0047598416,0.006321643,0.031759296,0.9186899
7083,what the fuck happened to thei am going to fall backme,0,anger,0.88042045,0.88042045,0.0059290826,0.004556409,0.00571182,0.007045834,0.07398453,0.022351852
7084,ray allen that nigger for real,0,anger,0.80035,0.80035,0.07934529,0.0047152736,0.005759531,0.06337648,0.03915265,0.007300806
7085,press statement issued by shazia illmi after quitting aam aadmi party,5,sadness,0.45236373,0.011877107,0.001098955,0.0054917405,0.21211286,0.086366534,0.45236373,0.23068912
7086,cvs memorial day laughing my ass off credits to ifunny,3,joy,0.63767165,0.01699177,0.0095299855,0.002419001,0.63767165,0.17861888,0.06551495,0.08925363
7087,her dreams holds versace she fall for armani only deal with rich niggers fuck you mick romney,0,anger,0.59720606,0.59720606,0.008689079,0.016459983,0.10090941,0.08526176,0.16066998,0.030803688
7088,i phone s gold kau ade,4,neutral,0.4093837,0.014314294,0.0016528647,0.003197087,0.12804763,0.4093837,0.09265613,0.35074836
7089,your daughter got kick bro,0,anger,0.77217513,0.77217513,0.09169948,0.006752131,0.010041664,0.056319702,0.03302795,0.029983772
7090,i get to see xmen thursday oh my god i could cry i am so excited because i know that movie is everything i expected and more,3,joy,0.66918665,0.0033267378,0.0004392629,0.005540236,0.66918665,0.0043586395,0.02680194,0.29034656
7091,you should shut the fuck up and leave the bitching to the bitches,0,anger,0.94815576,0.94815576,0.016836977,0.0024871582,0.0009077832,0.006414608,0.02359774,0.0015999479
7092,wait and see he is gonna tweet a link to some weird song that only he gets laughing out loud,4,neutral,0.748475,0.041899193,0.06076282,0.0119899195,0.012319434,0.748475,0.008091537,0.11646204
7093,if you did not see my snapchat of martin from after prom you missed out on a funny ass one laughing out loud,6,surprise,0.67479223,0.005408158,0.0030520447,0.0011998613,0.038672578,0.17494513,0.10192993,0.67479223
7094,retweet if you think atletico madrid will win,6,surprise,0.6055187,0.01859793,0.0010648718,0.006654663,0.139071,0.20847091,0.020622002,0.6055187
7095,will who caught your eye bro laughing out loud,6,surprise,0.7909664,0.0059362845,0.0018610813,0.001131033,0.10618263,0.08301291,0.010909694,0.7909664
7096,i am hungry but i have just had tea,5,sadness,0.80859935,0.037895113,0.0023518105,0.0033248824,0.10157083,0.021068849,0.80859935,0.025189066
7097,good luck ning you can do it,4,neutral,0.5720047,0.0059224432,0.0023754647,0.001440915,0.37659284,0.5720047,0.011390532,0.030273154
7098,when you accidentally open a convo you were avoiding,0,anger,0.48845392,0.48845392,0.16440766,0.09454061,0.0022341926,0.18159424,0.02801651,0.040752932
7099,fuck all that kissy face shit where my plate laughing out loud,0,anger,0.70194143,0.70194143,0.24041377,0.0030613204,0.01301172,0.022684222,0.009673385,0.009214117
7100,jia and fei take a selca with luhan and tao oh my god and luhan pose never change,6,surprise,0.91990334,0.0029120168,0.0010765408,0.007539951,0.019696089,0.009705255,0.03916685,0.91990334
7101,naruto is is short and i do not know,4,neutral,0.709986,0.0061480077,0.006972253,0.008627487,0.0022519496,0.709986,0.028586112,0.23742819
7102,do not miss this one coming in hot,4,neutral,0.7884924,0.006274277,0.0026185007,0.0028599459,0.018131105,0.7884924,0.14560176,0.03602206
7103,these mom selfie fails will make you laugh out loud,3,joy,0.70474017,0.014329195,0.003679557,0.002885416,0.70474017,0.19908753,0.012144426,0.06313368
7104,i think i am going to look for another job i am going to have so many time on my hands,3,joy,0.71238995,0.0053177285,0.0004854173,0.014292132,0.71238995,0.0022389486,0.25666997,0.008605881
7105,i am just trying to be like you shawty,2,fear,0.46607268,0.028437553,0.0104765035,0.46607268,0.3905007,0.02296637,0.061041623,0.020504564
7106,when the person sitting beside you is chewing loud as fuck,0,anger,0.54788256,0.54788256,0.4396585,0.0036936516,0.0011805815,0.0019514067,0.004074855,0.0015584873
7107,naw wait i am fucking crying where the window gina where the window,5,sadness,0.62588006,0.07140044,0.008784663,0.070809476,0.015179319,0.016175218,0.62588006,0.19177078
7108,van rompuy to negotiate in cooperation with juncker,4,neutral,0.64042807,0.03586393,0.0056113307,0.046160307,0.11176831,0.64042807,0.070718326,0.08944976
7109,oklahoma city got to get this with tonight,4,neutral,0.73620886,0.008476086,0.005085904,0.0029493903,0.032113522,0.73620886,0.042876933,0.17228933
7110,exclusive preview of the new ermenegildo zegna couture adv campaign featuring sam riley,4,neutral,0.7000363,0.0063864635,0.002537523,0.0043997318,0.15251411,0.7000363,0.012922593,0.12120329
7111,you better be working out little nigger,1,disgust,0.49178976,0.41001624,0.49178976,0.0074690813,0.0071730134,0.044572197,0.032490402,0.0064892764
7112,i am starting want to make a patty laughing out loud,3,joy,0.9876326,0.0017713391,0.00028536585,0.0007278434,0.9876326,0.0013072079,0.005296499,0.0029791987
7113,should not be this lazy maybe because of mcdonalds laughing out loud,4,neutral,0.7965056,0.030088177,0.018543081,0.0008663873,0.023186458,0.7965056,0.11032324,0.020487081
7114,if you are going to cheat at least make sure she is hotter than your girlfriend laughing my fuckingass off,0,anger,0.85562253,0.85562253,0.05405562,0.005691272,0.014323814,0.05638033,0.010367826,0.0035586038
7115,hate pocket texting shit laughing out loud,0,anger,0.8686604,0.8686604,0.06518093,0.0043238304,0.023904173,0.017358508,0.016856086,0.0037162048
7116,rest in peace to the gomora boy robala ka kgotso bra shakes what a loss,5,sadness,0.74746865,0.0035542944,0.002663597,0.17843597,0.008414763,0.04265092,0.74746865,0.01681173
7117,these bitches and niggers do not know,1,disgust,0.49853498,0.31599122,0.49853498,0.011677932,0.002908358,0.10170362,0.042150117,0.02703382
7118,where the fuck is batts,0,anger,0.87962466,0.87962466,0.09693097,0.0031048178,0.0012748933,0.006854448,0.008041653,0.004168527
7119,you is not shit laughing out loud,0,anger,0.57177436,0.57177436,0.2869333,0.003503488,0.005506612,0.028947929,0.025874263,0.07746007
7120,she is is from danity kane laughing out loud,4,neutral,0.4273315,0.009223406,0.0076366016,0.0031810678,0.14449777,0.4273315,0.2798292,0.1283005
7121,some girl is moaning and listening to the weekend in the washroom what are you doing please leave eww,5,sadness,0.49707234,0.04116645,0.185097,0.0059607993,0.016056566,0.2119178,0.49707234,0.042729035
7122,yes his night job but do that we just be cooling,4,neutral,0.6010546,0.024449866,0.017844252,0.007266437,0.007747713,0.6010546,0.09688624,0.24475083
7123,flex is not the way you do it fuck nigger,0,anger,0.5716213,0.5716213,0.38876122,0.0064452756,0.0017226379,0.019371873,0.008467132,0.0036105704
7124,thanks man appreciate the review i am not even sure yet will have to sort it out after i guess,3,joy,0.38356313,0.011346167,0.0025801521,0.0017732001,0.38356313,0.23722786,0.042467672,0.32104182
7125,if you can pay o o,4,neutral,0.6323423,0.08016403,0.01980514,0.00986927,0.18768306,0.6323423,0.059892338,0.010243768
7126,laughing out loud i bet mascato was better before you raped and kill him,2,fear,0.30828694,0.23568797,0.09980988,0.30828694,0.066191986,0.15008648,0.11276951,0.02716726
7127,ok i will just kidding and why you want to die,4,neutral,0.40714797,0.09585973,0.039322082,0.011795618,0.05033472,0.40714797,0.045844927,0.3496949
7128,yes i am at carters party yes i am still outside,6,surprise,0.5937759,0.0057916376,0.0033893697,0.0078599155,0.085567206,0.24186172,0.061754216,0.5937759
7129,you are not got your phone yet,4,neutral,0.50788915,0.0107616205,0.005969215,0.0052354466,0.0053429794,0.50788915,0.17369449,0.2911071
7130,junmen went to chanyeol to make sure he does not cry and tao rubbed the back of chanyeols head,4,neutral,0.7937198,0.008658714,0.023097629,0.00834737,0.00849287,0.7937198,0.11530395,0.042379644
7131,laughing out loud sometimes there is a reason maybe not done yet laughing out loud,4,neutral,0.49727422,0.010770891,0.008698421,0.011635883,0.04328034,0.49727422,0.29040554,0.13793467
7132,ms johnsons dogs are hella cute oh my god,6,surprise,0.5555856,0.004551947,0.0025639844,0.004041962,0.40945396,0.011046518,0.012756005,0.5555856
7133,harrys story about how niall achieved his dreams i am crying oh god,5,sadness,0.56016475,0.003952879,0.0011347036,0.012976143,0.009340562,0.0071393196,0.56016475,0.40529162
7134,only thoughts and thought supplicants work at staples,4,neutral,0.94597113,0.0049842186,0.0033585662,0.00079988805,0.010053746,0.94597113,0.008174642,0.026657801
7135,i am just trying to love on you,3,joy,0.9457564,0.004973633,0.0003139339,0.0013160084,0.9457564,0.0029933136,0.03907319,0.005573504
7136,is so fucking hilarious she is you know alright or whatever,3,joy,0.95441246,0.004447988,0.0034797345,0.0008662242,0.95441246,0.008119062,0.0024509344,0.026223514
7137,took me minutes to drive down north santa cruz so i blasted iggy the entire way,6,surprise,0.4382918,0.011048409,0.0017184102,0.0039644563,0.039214507,0.29904014,0.20672233,0.4382918
7138,please bam has got to through,4,neutral,0.622816,0.0065691797,0.0040858677,0.0057148486,0.0149459075,0.622816,0.14643548,0.19943264
7139,i guess i am going to see her after practice,3,joy,0.97256774,0.0014838846,0.0007102281,0.002725842,0.97256774,0.0073414305,0.009721023,0.0054498278
7140,alright man sounds good get that money bro,3,joy,0.615587,0.048670437,0.01188983,0.0018232035,0.615587,0.29071566,0.0061830846,0.025130806
7141,i am probably gonna tear it up tomorrow after work laughing out loud ahhh i got you yes i was looking for one then this came up and could not miss it,6,surprise,0.6570109,0.00633784,0.0018968445,0.0039489097,0.10973112,0.074586906,0.1464874,0.6570109
7142,i been chilling you better being good,3,joy,0.9482801,0.001748122,0.00038781445,0.0006880545,0.9482801,0.021243956,0.022414817,0.005237276
7143,said i am going to the beach she talking about do not be thottin laughing my ass off,4,neutral,0.36316586,0.08044392,0.027123297,0.01156606,0.2235687,0.36316586,0.16502997,0.12910213
7144,some of you all niggers a trip,4,neutral,0.40310183,0.07431492,0.062164713,0.00668147,0.09745132,0.40310183,0.09030797,0.2659777
7145,bye the last of shuggiee here for real for real,4,neutral,0.44300538,0.0034931682,0.003541269,0.0024322786,0.15360166,0.44300538,0.15625182,0.23767442
7146,i would like you all to play nicki minajs pills n potions,3,joy,0.9362272,0.0052522607,0.00065751706,0.0007378363,0.9362272,0.02524113,0.020141456,0.011742644
7147,where is our next destination it is got to be kuala lumpur see you soon blackjack malaysia,4,neutral,0.7377202,0.0040799226,0.001139846,0.0023842314,0.054925166,0.7377202,0.015999114,0.1837515
7148,new of niall at croke park tonight,4,neutral,0.47399107,0.002260353,0.001283317,0.002882226,0.041452255,0.47399107,0.13512476,0.343006
7149,i would be holla so hard,3,joy,0.9781512,0.0038393228,0.0004939206,0.00076431996,0.9781512,0.007797471,0.0062047793,0.0027491092
7150,cristiano ronaldo is the best player in the world it is always great to see him play,3,joy,0.97365814,0.0011205111,0.0003212039,0.0009568681,0.97365814,0.007022689,0.0022675688,0.014653017
7151,a heat championship is the highlight of some of you niggers lives and that is sad,5,sadness,0.9838857,0.00084601797,0.0005987779,0.000512051,0.0034852517,0.003394666,0.9838857,0.007277562
7152,ken said he wants to be close to kyungsooi do not know somebody stop me,2,fear,0.4007712,0.06731264,0.0024824324,0.4007712,0.020240014,0.39097992,0.061790142,0.056423604
7153,cannot wait for goodwood now with all the girls going to be such a ballers night,3,joy,0.8748575,0.0032941597,0.00043085212,0.003486342,0.8748575,0.056424327,0.01785695,0.043649863
7154,oh my god live version of what makes you beautiful,6,surprise,0.9599748,0.004001711,0.0028386542,0.0039679813,0.01502359,0.0054445025,0.008748794,0.9599748
